track_id,track_name,artist_name,album_name,release_date,year,genre,subgenre,popularity,danceability,energy,valence,acousticness,instrumentalness,liveness,speechiness,tempo_bpm,loudness_db,duration_ms,key,mode,time_signature,explicit,streams,playlist_count
TRK000874,Nu Jazz Vibe 1437,Jazz Artist 28,Jazz Artist 28 Essentials,2004-01-29,2004,Jazz,Nu Jazz,78,0.51,0.458,0.614,0.468,0.084,0.3,0.387,162.86,-9.63,192125,7,0,4,1,68961,47
TRK000875,Indie Rock Vibe 2848,Rock Artist 59,Rock Artist 59 Essentials,2023-12-26,2023,Rock,Indie Rock,100,0.57,0.848,0.438,0.087,0.046,0.077,0.27,106.9,-5.9,172756,3,1,5,0,824242,221
TRK000876,Contemporary R&B Vibe 850,R&B/Soul Artist 44,R&B/Soul Artist 44 Essentials,2000-01-19,2000,R&B/Soul,Contemporary R&B,95,0.715,0.708,0.782,0.088,0.191,0.299,0.415,98.16,-10.32,113308,5,0,4,0,800076,62
TRK000877,K-R&B Vibe 3157,K-Pop Artist 99,K-Pop Artist 99 Essentials,2022-06-18,2022,K-Pop,K-R&B,100,0.696,0.718,0.684,0.177,0.195,0.037,0.215,134.4,-11.77,166570,11,0,4,0,18410082,60
TRK000878,House Vibe 3683,EDM Artist 34,EDM Artist 34 Essentials,2008-02-09,2008,EDM,House,98,0.781,0.647,0.655,0.169,0.467,0.368,0.381,116.58,-3.8,152127,0,0,4,0,160279,148
TRK000879,Contemporary Classical Vibe 4885,Classical Artist 31,Classical Artist 31 Essentials,2007-01-22,2007,Classical,Contemporary Classical,61,0.148,0.216,0.223,0.562,0.133,0.311,0.099,60.0,-8.03,205297,7,1,4,0,115544,28
TRK000880,Smooth Jazz Vibe 5407,Jazz Artist 18,Jazz Artist 18 Essentials,2021-01-13,2021,Jazz,Smooth Jazz,98,0.601,,0.511,0.672,0.135,0.223,0.04,117.2,-1.3,174541,4,1,4,0,881225,122
TRK000881,Smooth Jazz Vibe 9997,Jazz Artist 8,Jazz Artist 8 Essentials,2014-07-28,2014,Jazz,Smooth Jazz,80,0.492,0.471,0.46,0.371,0.625,0.433,0.348,106.13,-6.57,173018,9,1,4,0,784288,26
TRK000882,House Vibe 268,EDM Artist 58,EDM Artist 58 Essentials,2016-04-24,2016,EDM,House,98,0.868,0.586,0.621,0.326,0.517,0.033,0.409,144.75,-8.3,212367,6,0,3,0,640949,46
TRK000883,K-HipHop Vibe 9527,K-Pop Artist 96,K-Pop Artist 96 Essentials,2002-08-05,2002,K-Pop,K-HipHop,96,0.791,0.749,0.68,0.188,0.105,0.449,0.278,,-8.04,359263,9,0,4,0,1268301,38
TRK000884,Soul Vibe 8623,R&B/Soul Artist 14,R&B/Soul Artist 14 Essentials,2016-05-05,2016,R&B/Soul,Soul,100,0.731,0.607,0.436,0.072,0.051,0.047,0.139,86.83,-11.74,163733,6,0,3,0,1005994,71
TRK000885,Dance Pop Vibe 7252,Pop Artist 23,Pop Artist 23 Essentials,2021-01-04,2021,Pop,Dance Pop,100,0.668,0.746,0.583,0.177,0.221,0.173,0.123,103.57,-8.29,186970,1,1,4,0,13480083,31
TRK000886,Trance Vibe 217,EDM Artist 85,EDM Artist 85 Essentials,2018-09-01,2018,EDM,Trance,100,0.744,0.868,0.783,0.051,0.192,0.087,0.077,139.94,-4.25,173780,1,1,4,1,1639965,114
TRK000887,Nu Jazz Vibe 6050,Jazz Artist 85,Jazz Artist 85 Essentials,2014-01-04,2014,Jazz,Nu Jazz,86,,0.355,0.63,0.413,0.526,0.122,0.118,110.23,-8.3,397744,1,1,4,0,652399,70
TRK000888,Nu Jazz Vibe 6208,Jazz Artist 72,Jazz Artist 72 Essentials,2008-03-22,2008,Jazz,Nu Jazz,74,0.325,0.409,0.536,0.513,0.372,0.162,0.115,114.54,-6.63,398446,10,1,4,0,178723,32
TRK000889,Indie Rock Vibe 3568,Rock Artist 24,Rock Artist 24 Essentials,2006-11-27,2006,Rock,Indie Rock,90,0.677,0.67,0.644,0.257,0.053,0.044,0.066,116.4,-11.0,138167,1,1,4,0,139646,24
TRK000890,Soul Vibe 2713,R&B/Soul Artist 68,R&B/Soul Artist 68 Essentials,2000-04-21,2000,R&B/Soul,Soul,100,0.84,0.725,0.693,0.372,0.109,0.196,0.091,104.31,-9.68,101951,3,1,4,1,7877792,43
TRK000891,Soul Vibe 1418,R&B/Soul Artist 61,R&B/Soul Artist 61 Essentials,2013-09-23,2013,R&B/Soul,Soul,88,0.678,0.607,0.521,0.323,0.062,0.103,0.137,104.7,-8.75,262204,1,0,4,1,40450,28
TRK000892,Classic Rock Vibe 5859,Rock Artist 44,Rock Artist 44 Essentials,2002-11-04,2002,Rock,Classic Rock,97,0.566,0.889,0.503,0.268,0.045,0.106,0.231,116.8,-6.85,275036,5,0,4,0,2032314,71
TRK000893,Trance Vibe 358,EDM Artist 12,EDM Artist 12 Essentials,2007-06-07,2007,EDM,Trance,94,0.707,0.647,0.594,0.279,0.199,0.105,0.21,97.51,-5.3,251794,5,0,5,0,1266303,39
TRK000894,Classic Rock Vibe 2594,Rock Artist 96,Rock Artist 96 Essentials,2012-10-10,2012,Rock,Classic Rock,98,0.554,0.795,0.656,0.043,0.044,0.165,0.2,136.02,-6.06,205532,6,1,5,0,1454149,43
TRK000895,Indie Rock Vibe 6903,Rock Artist 64,Rock Artist 64 Essentials,2018-02-12,2018,Rock,Indie Rock,88,0.586,0.594,0.398,0.28,0.021,0.355,0.25,122.18,-14.01,261785,11,1,4,1,2880443,17
TRK000896,Reggaeton Vibe 351,Latin Artist 15,Latin Artist 15 Essentials,2022-03-15,2022,Latin,Reggaeton,100,0.955,0.955,0.675,0.182,0.182,0.231,0.523,91.69,-4.31,260289,3,0,4,0,265237,172
TRK000897,Teen Pop Vibe 7330,Pop Artist 83,Pop Artist 83 Essentials,2010-08-03,2010,Pop,Teen Pop,98,0.697,0.797,0.661,0.08,0.134,0.261,0.194,128.43,-8.97,270042,2,1,4,0,337230,47
TRK000898,Boom Bap Vibe 2483,Hip-Hop/Rap Artist 74,Hip-Hop/Rap Artist 74 Essentials,2015-04-07,2015,Hip-Hop/Rap,Boom Bap,100,0.885,0.771,0.256,0.19,0.289,0.291,0.48,106.11,-8.44,223479,9,1,4,1,32288343,32
TRK000899,Vocal Jazz Vibe 9456,Jazz Artist 62,Jazz Artist 62 Essentials,2002-11-21,2002,Jazz,Vocal Jazz,76,0.499,0.356,0.784,0.615,0.644,0.186,0.372,117.53,1.38,139230,5,1,4,0,1151054,27
TRK000900,Teen Pop Vibe 2187,Pop Artist 15,Pop Artist 15 Essentials,2004-11-06,2004,Pop,Teen Pop,84,0.694,0.549,0.404,0.31,0.361,0.085,0.194,130.47,-1.5,120529,10,0,4,1,168968,29
TRK000901,Soul Vibe 909,R&B/Soul Artist 91,R&B/Soul Artist 91 Essentials,2001-12-23,2001,R&B/Soul,Soul,88,0.81,0.61,0.349,0.134,0.101,0.264,0.139,101.31,-9.68,135944,10,0,4,1,1024524,20
TRK000902,Romantic Vibe 5610,Classical Artist 21,Classical Artist 21 Essentials,2005-07-13,2005,Classical,Romantic,68,0.206,0.319,0.55,0.442,0.285,0.246,0.099,89.65,-9.04,157157,5,1,4,0,620767,22
TRK000903,Conscious Rap Vibe 1999,Hip-Hop/Rap Artist 2,Hip-Hop/Rap Artist 2 Essentials,2007-07-03,2007,Hip-Hop/Rap,Conscious Rap,100,,0.811,0.7,0.241,0.01,0.143,0.657,99.13,-5.53,217886,7,0,4,0,1186991,66
TRK000904,Baroque Vibe 5130,Classical Artist 1,Classical Artist 1 Essentials,2007-12-21,2007,Classical,Baroque,66,0.197,0.166,0.562,0.442,0.552,0.092,0.05,114.88,-14.16,267886,6,1,3,0,83677,40
TRK000905,House Vibe 1725,EDM Artist 30,EDM Artist 30 Essentials,2012-04-14,2012,EDM,House,100,0.839,0.935,0.331,0.196,0.66,0.032,0.296,127.41,-5.94,142945,11,0,3,0,4847135,88
TRK000906,Trance Vibe 8883,EDM Artist 15,EDM Artist 15 Essentials,2022-06-24,2022,EDM,Trance,100,0.783,0.727,0.733,0.499,0.192,0.255,0.329,135.86,-8.18,206882,11,0,3,0,2686839,143
TRK000907,Trap Vibe 9286,Hip-Hop/Rap Artist 10,Hip-Hop/Rap Artist 10 Essentials,2017-02-21,2017,Hip-Hop/Rap,Trap,100,0.686,0.961,0.598,0.216,0.145,0.251,0.458,66.76,-4.81,147194,3,0,4,0,1800772,50
TRK000908,Vocal Jazz Vibe 9186,Jazz Artist 62,Jazz Artist 62 Essentials,2004-01-08,2004,Jazz,Vocal Jazz,65,0.415,0.296,0.4,0.848,0.279,0.271,0.18,116.57,-10.24,336638,5,1,4,1,187512,15
TRK000909,Neo Soul Vibe 7432,R&B/Soul Artist 34,R&B/Soul Artist 34 Essentials,2024-10-20,2024,R&B/Soul,Neo Soul,93,0.664,0.547,0.586,0.502,0.148,0.342,0.322,92.97,-9.71,172870,0,0,4,0,7546122,17
TRK000910,Trap Vibe 4896,Hip-Hop/Rap Artist 34,Hip-Hop/Rap Artist 34 Essentials,2010-01-21,2010,Hip-Hop/Rap,Trap,98,0.744,0.458,0.801,0.028,0.255,0.065,0.296,112.79,-3.44,162471,9,0,4,0,948850,95
TRK000911,Dubstep Vibe 9520,EDM Artist 19,EDM Artist 19 Essentials,2015-07-21,2015,EDM,Dubstep,100,0.797,0.731,0.732,0.159,0.189,0.112,0.223,143.26,-6.98,131867,5,1,4,0,1394619,70
TRK000912,Classic Rock Vibe 139,Rock Artist 89,Rock Artist 89 Essentials,2021-01-27,2021,Rock,Classic Rock,98,0.614,0.711,0.652,0.355,0.392,0.2,0.266,119.66,-4.84,347581,8,0,4,0,3215916,33
TRK000913,K-HipHop Vibe 8773,K-Pop Artist 10,K-Pop Artist 10 Essentials,2020-04-25,2020,K-Pop,K-HipHop,99,0.729,0.638,0.736,0.305,0.073,0.08,0.354,119.35,-7.37,169351,4,0,4,0,163152,68
TRK000914,Contemporary Country Vibe 4469,Country Artist 91,Country Artist 91 Essentials,2007-07-07,2007,Country,Contemporary Country,93,0.602,0.787,0.654,0.176,0.122,0.128,0.26,75.19,-6.63,233316,1,0,4,0,1037508,24
TRK000915,Country Pop Vibe 718,Country Artist 61,Country Artist 61 Essentials,2018-03-22,2018,Country,Country Pop,90,0.412,0.725,0.384,0.247,0.417,0.158,0.136,99.58,-7.18,216468,3,0,4,0,1451918,33
TRK000916,Contemporary Classical Vibe 9248,Classical Artist 75,Classical Artist 75 Essentials,2011-05-03,2011,Classical,Contemporary Classical,61,0.084,0.385,0.733,0.784,0.442,0.265,0.21,107.93,-8.21,318784,2,0,4,0,51140,11
TRK000917,Alternative Rock Vibe 2442,Rock Artist 34,Rock Artist 34 Essentials,2013-04-22,2013,Rock,Alternative Rock,85,0.395,0.617,,0.16,0.07,0.124,0.229,123.05,-10.55,185740,10,1,4,0,434525,28
TRK000918,Vocal Jazz Vibe 1707,Jazz Artist 4,Jazz Artist 4 Essentials,2019-12-09,2019,Jazz,Vocal Jazz,88,0.499,0.463,0.849,0.724,0.318,0.173,0.112,129.22,-11.28,120188,8,1,4,0,810937,33
TRK000919,Classic Rock Vibe 4375,Rock Artist 28,Rock Artist 28 Essentials,2013-06-17,2013,Rock,Classic Rock,97,0.581,0.766,0.769,0.428,0.236,0.055,0.148,95.95,-7.07,221758,0,0,4,0,413471,49
TRK000920,Alt Country Vibe 2087,Country Artist 40,Country Artist 40 Essentials,2003-11-19,2003,Country,Alt Country,84,0.509,0.486,0.674,0.074,0.1,0.422,0.192,96.96,-10.16,217117,3,0,4,0,1638050,30
TRK000921,Contemporary R&B Vibe 949,R&B/Soul Artist 99,R&B/Soul Artist 99 Essentials,2013-02-17,2013,R&B/Soul,Contemporary R&B,96,0.755,0.456,0.664,0.034,0.145,0.093,0.049,85.89,-8.62,155341,2,0,4,0,1241608,37
TRK000922,Salsa Pop Vibe 4095,Latin Artist 67,Latin Artist 67 Essentials,2007-10-29,2007,Latin,Salsa Pop,100,0.865,0.844,0.854,0.063,0.231,0.049,0.134,118.64,-12.04,165465,11,1,4,0,44760,83
TRK000923,Contemporary R&B Vibe 6970,R&B/Soul Artist 7,R&B/Soul Artist 7 Essentials,2004-08-26,2004,R&B/Soul,Contemporary R&B,92,0.675,0.61,0.503,0.464,0.026,0.181,0.049,88.66,-6.27,278942,9,1,3,0,3530086,34
TRK000924,Salsa Pop Vibe 1637,Latin Artist 81,Latin Artist 81 Essentials,2011-06-21,2011,Latin,Salsa Pop,100,0.651,0.661,0.835,0.219,0.048,0.109,0.182,89.8,-9.53,186185,3,0,4,0,1694349,62
TRK000925,Indie Rock Vibe 6148,Rock Artist 65,Rock Artist 65 Essentials,2010-02-08,2010,Rock,Indie Rock,92,0.548,0.839,0.479,0.328,0.062,0.203,0.059,103.7,-12.57,266128,0,0,4,0,4600554,15
TRK000926,Vocal Jazz Vibe 8100,Jazz Artist 100,Jazz Artist 100 Essentials,2022-09-01,2022,Jazz,Vocal Jazz,76,0.325,0.411,0.583,0.742,0.738,0.293,0.23,125.74,-8.58,232371,10,1,4,0,392061,23
TRK000927,Trap Vibe 9563,Hip-Hop/Rap Artist 56,Hip-Hop/Rap Artist 56 Essentials,2014-03-28,2014,Hip-Hop/Rap,Trap,96,0.751,0.672,0.612,0.369,0.092,0.216,0.473,78.91,-6.09,193529,10,0,4,1,1090863,44
TRK000928,Contemporary Country Vibe 7160,Country Artist 62,Country Artist 62 Essentials,2022-04-20,2022,Country,Contemporary Country,91,0.527,0.458,0.667,0.214,0.08,0.058,0.109,96.65,-5.36,199372,4,0,4,0,582667,31
TRK000929,K-R&B Vibe 9392,K-Pop Artist 93,K-Pop Artist 93 Essentials,2016-01-29,2016,K-Pop,K-R&B,100,0.816,0.871,0.74,0.502,0.099,0.496,0.557,153.09,-6.83,106044,5,1,4,0,372515,98
TRK000930,Salsa Pop Vibe 3242,Latin Artist 12,Latin Artist 12 Essentials,2017-11-14,2017,Latin,Salsa Pop,100,0.805,0.977,0.735,0.254,0.265,0.267,0.079,103.21,-3.36,176243,0,0,4,0,1149808,244
TRK000931,Contemporary R&B Vibe 5222,R&B/Soul Artist 88,R&B/Soul Artist 88 Essentials,2008-12-19,2008,R&B/Soul,Contemporary R&B,97,0.605,0.87,0.381,0.257,0.265,0.324,0.313,112.23,-14.75,414040,0,0,3,0,2880113,67
TRK000932,Romantic Vibe 1168,Classical Artist 85,Classical Artist 85 Essentials,2012-06-15,2012,Classical,Romantic,70,0.292,0.246,0.449,0.795,0.561,0.103,0.187,60.0,-12.53,202218,4,0,4,0,186441,42
TRK000933,Bachata Vibe 4384,Latin Artist 90,Latin Artist 90 Essentials,2018-08-25,2018,Latin,Bachata,100,0.795,0.679,,0.43,0.202,0.15,0.268,98.7,-5.47,216436,8,0,4,1,3287641,95
TRK000934,Conscious Rap Vibe 1872,Hip-Hop/Rap Artist 99,Hip-Hop/Rap Artist 99 Essentials,2018-01-24,2018,Hip-Hop/Rap,Conscious Rap,91,0.662,0.601,0.441,0.29,0.207,0.037,0.502,80.1,-6.32,100622,11,0,3,0,585414,34
TRK000935,Dubstep Vibe 994,EDM Artist 69,EDM Artist 69 Essentials,2007-11-28,2007,EDM,Dubstep,98,0.707,0.735,0.642,0.122,0.237,0.081,0.057,127.74,-6.48,194240,1,0,4,0,836693,44
TRK000936,Contemporary Classical Vibe 9442,Classical Artist 98,Classical Artist 98 Essentials,2020-09-15,2020,Classical,Contemporary Classical,68,0.215,0.269,0.376,0.811,0.478,0.154,0.064,116.66,-6.53,188215,2,0,4,0,512253,15
TRK000937,K-R&B Vibe 229,K-Pop Artist 32,K-Pop Artist 32 Essentials,2020-10-17,2020,K-Pop,K-R&B,100,0.871,0.923,0.564,0.032,0.046,0.102,0.2,126.2,-9.61,182424,5,1,4,0,1935997,61
TRK000938,Alt Country Vibe 8266,Country Artist 95,Country Artist 95 Essentials,2022-04-16,2022,Country,Alt Country,86,0.493,0.441,0.537,0.144,0.107,0.232,0.299,103.81,-7.61,126650,1,0,4,0,1519277,20
TRK000939,K-HipHop Vibe 356,K-Pop Artist 37,K-Pop Artist 37 Essentials,2017-03-06,2017,K-Pop,K-HipHop,100,0.798,0.824,0.694,0.16,0.079,0.131,0.12,130.22,-6.96,109328,3,0,4,1,4177436,95
TRK000940,Country Pop Vibe 9294,Country Artist 17,Country Artist 17 Essentials,2016-04-10,2016,Country,Country Pop,81,0.476,0.523,0.408,0.128,0.122,0.233,0.108,107.44,-6.96,197868,11,0,4,1,324237,15
TRK000941,Indie Rock Vibe 2386,Rock Artist 4,Rock Artist 4 Essentials,2003-10-15,2003,Rock,Indie Rock,86,0.574,0.728,0.347,0.204,0.312,0.35,0.121,89.32,-11.75,192715,1,1,4,0,202965,43
TRK000942,Soul Vibe 4123,R&B/Soul Artist 79,R&B/Soul Artist 79 Essentials,2018-09-27,2018,R&B/Soul,Soul,90,0.62,0.83,0.378,0.671,0.159,0.134,0.348,94.29,-3.09,287593,7,0,5,1,305545,22
TRK000943,Bachata Vibe 3994,Latin Artist 85,Latin Artist 85 Essentials,2008-11-29,2008,Latin,Bachata,99,0.796,0.655,0.619,0.078,0.127,0.113,0.163,109.06,-14.09,279108,2,1,4,1,1968960,37
TRK000944,K-Pop Vibe 9474,K-Pop Artist 2,K-Pop Artist 2 Essentials,2018-04-26,2018,K-Pop,K-Pop,100,0.777,0.911,0.773,0.064,0.333,0.262,0.584,117.37,-11.06,300839,0,0,4,0,3627773,93
TRK000945,Soul Vibe 5343,R&B/Soul Artist 42,R&B/Soul Artist 42 Essentials,2022-08-10,2022,R&B/Soul,Soul,100,0.698,0.429,0.633,0.224,0.132,0.022,0.162,83.04,-9.84,384213,0,0,5,0,1736159,90
TRK000946,Indie Rock Vibe 2986,Rock Artist 80,Rock Artist 80 Essentials,2019-08-13,2019,Rock,Indie Rock,99,0.576,0.82,0.415,0.314,0.095,0.029,0.184,102.07,-11.29,312088,4,1,4,0,6053444,31
TRK000947,Bachata Vibe 8921,Latin Artist 30,Latin Artist 30 Essentials,2020-07-09,2020,Latin,Bachata,100,0.616,0.874,0.739,0.087,0.042,0.107,0.192,92.17,-10.66,203853,6,1,4,0,4548603,89
TRK000948,Teen Pop Vibe 6422,Pop Artist 83,Pop Artist 83 Essentials,2000-02-26,2000,Pop,Teen Pop,99,0.711,0.801,0.707,0.274,0.168,0.081,0.124,115.74,-12.11,190321,6,0,4,0,741618,71
TRK000949,Teen Pop Vibe 6982,Pop Artist 33,Pop Artist 33 Essentials,2018-01-27,2018,Pop,Teen Pop,97,0.72,0.611,0.58,0.17,0.184,0.18,0.203,118.84,-10.22,216157,2,0,4,0,4838123,22
TRK000950,Nu Jazz Vibe 9971,Jazz Artist 40,Jazz Artist 40 Essentials,2016-08-02,2016,Jazz,Nu Jazz,77,0.459,0.164,0.473,0.544,0.493,0.11,0.058,106.94,-10.95,188517,5,1,4,1,877226,35
TRK000951,House Vibe 6292,EDM Artist 8,EDM Artist 8 Essentials,2013-08-08,2013,EDM,House,100,0.77,0.834,0.888,0.093,0.187,0.134,0.234,143.64,-4.65,375500,8,1,4,0,905829,41
TRK000952,Reggaeton Vibe 5413,Latin Artist 96,Latin Artist 96 Essentials,2010-04-26,2010,Latin,Reggaeton,99,0.859,0.715,0.502,0.258,0.085,0.061,0.167,92.32,-9.65,221974,5,0,4,0,283256,47
TRK000953,Nu Jazz Vibe 3505,Jazz Artist 61,Jazz Artist 61 Essentials,2008-01-05,2008,Jazz,Nu Jazz,71,0.227,0.291,0.64,0.757,0.247,0.126,0.136,98.96,-8.47,180332,0,1,4,0,1201465,27
TRK000954,Alt Country Vibe 5660,Country Artist 9,Country Artist 9 Essentials,2012-07-29,2012,Country,Alt Country,93,0.621,0.632,0.463,0.362,0.233,0.449,0.188,105.89,-7.78,261640,3,1,4,0,13877210,33
TRK000955,Trap Vibe 568,Hip-Hop/Rap Artist 4,Hip-Hop/Rap Artist 4 Essentials,2004-09-24,2004,Hip-Hop/Rap,Trap,100,0.74,0.794,0.856,0.055,0.179,0.066,0.747,92.78,-7.73,189448,5,0,4,0,968159,82
TRK000956,Indie Rock Vibe 9556,Rock Artist 7,Rock Artist 7 Essentials,2021-03-16,2021,Rock,Indie Rock,95,0.548,0.712,0.49,0.427,0.448,0.155,0.155,97.78,-10.34,155593,1,0,4,0,448662,52
TRK000957,Indie Rock Vibe 6718,Rock Artist 62,Rock Artist 62 Essentials,2002-06-01,2002,Rock,Indie Rock,96,0.41,0.986,0.551,0.287,0.083,0.183,0.125,135.21,-6.43,263283,10,1,4,0,1124715,92
TRK000958,K-HipHop Vibe 8082,K-Pop Artist 45,K-Pop Artist 45 Essentials,2017-08-22,2017,K-Pop,K-HipHop,95,0.76,0.694,0.699,0.404,0.265,0.191,0.446,124.59,-7.85,130672,10,1,4,0,1842737,16
TRK000959,Soul Vibe 1742,R&B/Soul Artist 67,R&B/Soul Artist 67 Essentials,2022-06-15,2022,R&B/Soul,Soul,96,0.579,0.573,0.62,0.396,0.179,0.311,0.36,82.75,-6.21,254858,5,0,4,0,389200,107
TRK000960,Boom Bap Vibe 287,Hip-Hop/Rap Artist 86,Hip-Hop/Rap Artist 86 Essentials,2015-08-03,2015,Hip-Hop/Rap,Boom Bap,100,0.83,0.723,0.849,0.178,0.117,0.254,0.21,96.41,-2.99,239965,7,1,3,1,1607898,15
TRK000961,Alternative Rock Vibe 7688,Rock Artist 85,Rock Artist 85 Essentials,2013-11-17,2013,Rock,Alternative Rock,90,0.595,,0.479,0.353,0.351,0.017,0.488,96.38,-9.14,83267,3,1,4,0,349270,53
TRK000962,Conscious Rap Vibe 1699,Hip-Hop/Rap Artist 73,Hip-Hop/Rap Artist 73 Essentials,2003-06-25,2003,Hip-Hop/Rap,Conscious Rap,98,0.837,0.505,0.557,0.124,0.323,0.086,0.406,82.73,-6.8,204245,9,0,4,1,1823463,144
TRK000963,K-Pop Vibe 785,K-Pop Artist 12,K-Pop Artist 12 Essentials,2008-01-13,2008,K-Pop,K-Pop,100,0.904,0.911,0.545,0.233,0.153,0.227,0.249,127.37,-9.12,126552,11,0,4,0,2825185,43
TRK000964,Dubstep Vibe 3415,EDM Artist 96,EDM Artist 96 Essentials,2015-09-02,2015,EDM,Dubstep,94,0.693,0.763,0.309,0.174,0.49,0.406,0.239,99.03,-6.27,85142,4,1,4,0,620350,41
TRK000965,Romantic Vibe 2749,Classical Artist 95,Classical Artist 95 Essentials,2011-06-09,2011,Classical,Romantic,67,0.185,0.248,0.624,0.666,0.4,0.105,0.186,98.78,-3.62,158772,3,1,4,0,1045153,14
TRK000966,K-Pop Vibe 6906,K-Pop Artist 26,K-Pop Artist 26 Essentials,2001-02-08,2001,K-Pop,K-Pop,100,0.867,0.9,0.757,0.242,0.309,0.327,0.16,109.83,-9.0,177490,6,0,4,0,994669,65
TRK000967,Bachata Vibe 3670,Latin Artist 97,Latin Artist 97 Essentials,2013-06-24,2013,Latin,Bachata,100,0.964,0.697,0.777,0.139,0.055,0.278,0.248,108.2,-8.9,216442,5,0,4,0,719050,125
TRK000968,Smooth Jazz Vibe 7941,Jazz Artist 49,Jazz Artist 49 Essentials,2002-01-02,2002,Jazz,Smooth Jazz,74,0.402,0.309,0.335,0.764,0.176,0.051,0.219,126.87,-5.71,259096,10,0,4,0,2948137,40
TRK000969,Smooth Jazz Vibe 8978,Jazz Artist 71,Jazz Artist 71 Essentials,2019-06-08,2019,Jazz,Smooth Jazz,92,0.657,0.442,0.445,0.656,0.543,0.078,0.191,109.61,-11.87,261598,2,0,4,0,4985808,43
TRK000970,Conscious Rap Vibe 3875,Hip-Hop/Rap Artist 27,Hip-Hop/Rap Artist 27 Essentials,2021-12-25,2021,Hip-Hop/Rap,Conscious Rap,91,0.718,0.651,0.613,0.302,0.166,0.079,0.694,100.44,-7.22,152898,5,0,4,0,656139,15
TRK000971,Smooth Jazz Vibe 1046,Jazz Artist 20,Jazz Artist 20 Essentials,2020-03-13,2020,Jazz,Smooth Jazz,77,0.367,0.464,0.65,0.381,0.439,0.042,0.316,117.1,-9.52,187033,8,0,4,1,777151,8
TRK000972,Smooth Jazz Vibe 3266,Jazz Artist 4,Jazz Artist 4 Essentials,2022-05-08,2022,Jazz,Smooth Jazz,79,0.433,0.13,0.391,0.285,0.512,0.176,0.396,103.1,-13.1,358081,2,0,4,1,757118,71
TRK000973,K-Pop Vibe 5875,K-Pop Artist 30,K-Pop Artist 30 Essentials,2013-10-02,2013,K-Pop,K-Pop,100,0.747,0.864,0.833,0.109,0.018,0.191,0.072,119.48,-8.81,204556,9,1,4,0,602258,165
TRK000974,K-Pop Vibe 1746,K-Pop Artist 100,K-Pop Artist 100 Essentials,2003-03-31,2003,K-Pop,K-Pop,99,0.855,0.638,0.792,0.381,0.182,0.086,0.154,132.84,-8.31,199434,8,1,3,0,1394346,50
TRK000975,Dance Pop Vibe 544,Pop Artist 31,Pop Artist 31 Essentials,2019-08-21,2019,Pop,Dance Pop,99,0.879,0.664,0.527,0.174,0.223,0.232,0.188,119.43,-8.57,206142,11,0,4,1,437899,26
TRK000976,Vocal Jazz Vibe 6968,Jazz Artist 23,Jazz Artist 23 Essentials,2013-01-26,2013,Jazz,Vocal Jazz,78,0.465,0.535,0.55,0.657,0.457,0.192,0.305,145.23,-7.44,228972,3,0,4,0,406867,15
TRK000977,Classic Rock Vibe 9004,Rock Artist 92,Rock Artist 92 Essentials,2020-09-19,2020,Rock,Classic Rock,97,0.521,0.934,0.423,0.393,0.164,0.241,0.192,119.49,-7.87,144827,11,0,4,1,276536,47
TRK000978,Baroque Vibe 1841,Classical Artist 55,Classical Artist 55 Essentials,2020-07-19,2020,Classical,Baroque,67,0.168,0.108,0.262,0.502,0.694,0.248,0.247,,-9.33,167890,3,1,4,0,135466,78
TRK000979,Smooth Jazz Vibe 3783,Jazz Artist 12,Jazz Artist 12 Essentials,2002-07-23,2002,Jazz,Smooth Jazz,79,0.448,0.45,0.538,0.645,0.336,0.056,0.327,129.01,-2.79,275287,7,0,4,0,341120,71
TRK000980,Conscious Rap Vibe 56,Hip-Hop/Rap Artist 59,Hip-Hop/Rap Artist 59 Essentials,2018-07-25,2018,Hip-Hop/Rap,Conscious Rap,96,0.866,0.694,0.516,0.18,0.113,0.128,0.644,93.32,-10.22,158759,10,1,4,1,415417,23
TRK000981,Dubstep Vibe 6200,EDM Artist 93,EDM Artist 93 Essentials,2020-08-20,2020,EDM,Dubstep,100,0.963,0.978,0.395,0.345,0.267,0.239,0.083,111.44,-12.01,307180,3,1,4,0,2941450,98
TRK000982,Alternative Rock Vibe 1001,Rock Artist 46,Rock Artist 46 Essentials,2022-05-04,2022,Rock,Alternative Rock,100,0.648,0.801,0.436,0.059,0.122,0.561,0.205,123.29,-8.06,189425,3,0,4,0,6655126,76
TRK000983,Contemporary Classical Vibe 514,Classical Artist 28,Classical Artist 28 Essentials,2018-05-22,2018,Classical,Contemporary Classical,61,0.171,0.212,0.338,0.633,0.196,0.351,0.286,128.94,-10.16,372315,4,1,4,0,174350,13
TRK000984,Contemporary Country Vibe 7886,Country Artist 16,Country Artist 16 Essentials,2020-04-27,2020,Country,Contemporary Country,96,0.576,0.44,0.646,0.057,0.129,0.381,0.161,,-9.35,252656,2,0,4,0,6483943,54
TRK000985,Vocal Jazz Vibe 5436,Jazz Artist 57,Jazz Artist 57 Essentials,2003-08-13,2003,Jazz,Vocal Jazz,66,0.435,0.411,0.433,0.608,0.163,0.036,0.208,120.8,-6.99,228915,2,1,4,1,157224,6
